Start_Date,Name,Data Value,Season
2011-12-01,Fine particles (PM 2.5),10.1,Winter
2013-12-01,Fine particles (PM 2.5),8.9,Winter
2018-06-01,Fine particles (PM 2.5),8.3,Summer
2013-12-01,Fine particles (PM 2.5),9.6,Winter
2021-06-01,Nitrogen dioxide (NO2),12.1,Summer
2022-06-01,Ozone (O3),32.9,Summer
2022-06-01,Ozone (O3),29.7,Summer
2017-06-01,Nitrogen dioxide (NO2),16.0,Summer
2011-12-01,Fine particles (PM 2.5),8.5,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,1.0,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,0.5,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,3.0,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,16.6,Winter
2020-06-01,Fine particles (PM 2.5),6.8,Summer
2017-06-01,Fine particles (PM 2.5),11.0,Summer
2017-06-01,Fine particles (PM 2.5),9.9,Summer
2016-12-01,Fine particles (PM 2.5),8.5,Winter
2011-12-01,Fine particles (PM 2.5),9.9,Winter
2009-12-01,Fine particles (PM 2.5),11.5,Winter
2011-12-01,Nitrogen dioxide (NO2),21.8,Winter
2009-12-01,Nitrogen dioxide (NO2),21.4,Winter
2020-06-01,Nitrogen dioxide (NO2),10.6,Summer
2016-06-01,Fine particles (PM 2.5),7.9,Summer
2015-12-01,Fine particles (PM 2.5),10.2,Winter
2010-06-01,Fine particles (PM 2.5),12.3,Summer
2011-06-01,Fine particles (PM 2.5),11.9,Summer
2016-06-01,Fine particles (PM 2.5),8.7,Summer
2008-12-01,Fine particles (PM 2.5),15.1,Winter
2019-01-01,Fine particles (PM 2.5),7.1,Winter
2021-12-01,Fine particles (PM 2.5),7.0,Winter
2021-06-01,Fine particles (PM 2.5),8.7,Summer
2015-12-31,Fine particles (PM 2.5),8.3,Winter
2015-12-31,Fine particles (PM 2.5),7.8,Winter
2013-06-01,Fine particles (PM 2.5),11.3,Summer
2012-06-01,Fine particles (PM 2.5),11.4,Summer
2021-12-01,Fine particles (PM 2.5),8.1,Winter
2013-06-01,Fine particles (PM 2.5),10.4,Summer
2012-06-01,Fine particles (PM 2.5),10.5,Summer
2018-01-01,Fine particles (PM 2.5),7.4,Winter
2008-12-01,Fine particles (PM 2.5),14.3,Winter
2013-12-01,Fine particles (PM 2.5),13.1,Winter
2011-06-01,Fine particles (PM 2.5),12.8,Summer
2015-12-01,Fine particles (PM 2.5),8.3,Winter
2015-12-01,Fine particles (PM 2.5),8.4,Winter
2016-06-01,Fine particles (PM 2.5),8.7,Summer
2010-06-01,Fine particles (PM 2.5),13.3,Summer
2020-12-01,Fine particles (PM 2.5),8.0,Winter
2011-06-01,Fine particles (PM 2.5),12.3,Summer
2008-12-01,Fine particles (PM 2.5),11.6,Winter
2010-12-01,Fine particles (PM 2.5),11.1,Winter
2018-12-01,Fine particles (PM 2.5),7.8,Winter
2010-12-01,Fine particles (PM 2.5),10.5,Winter
2018-12-01,Fine particles (PM 2.5),9.2,Winter
2020-01-01,Fine particles (PM 2.5),7.0,Winter
2020-01-01,Fine particles (PM 2.5),6.4,Winter
2012-12-01,Fine particles (PM 2.5),10.0,Winter
2009-06-01,Fine particles (PM 2.5),12.2,Summer
2010-12-01,Fine particles (PM 2.5),14.4,Winter
2017-01-01,Fine particles (PM 2.5),7.5,Winter
2010-12-01,Fine particles (PM 2.5),14.1,Winter
2014-12-01,Fine particles (PM 2.5),10.2,Winter
2010-12-01,Fine particles (PM 2.5),14.1,Winter
2017-01-01,Fine particles (PM 2.5),7.4,Winter
2014-06-01,Fine particles (PM 2.5),9.0,Summer
2010-12-01,Fine particles (PM 2.5),11.5,Winter
2018-12-01,Fine particles (PM 2.5),7.6,Winter
2014-06-01,Fine particles (PM 2.5),9.9,Summer
2020-01-01,Fine particles (PM 2.5),6.7,Winter
2015-01-01,Fine particles (PM 2.5),9.1,Winter
2018-12-01,Fine particles (PM 2.5),7.2,Winter
2008-12-01,Fine particles (PM 2.5),11.9,Winter
2015-01-01,Fine particles (PM 2.5),9.9,Winter
2015-06-01,Fine particles (PM 2.5),10.3,Summer
2019-06-01,Fine particles (PM 2.5),8.9,Summer
2012-12-01,Fine particles (PM 2.5),12.1,Winter
2019-12-01,Fine particles (PM 2.5),7.4,Winter
2015-06-01,Fine particles (PM 2.5),9.7,Summer
2009-12-01,Fine particles (PM 2.5),10.6,Winter
2012-12-01,Fine particles (PM 2.5),11.6,Winter
2019-06-01,Fine particles (PM 2.5),9.9,Summer
2015-06-01,Fine particles (PM 2.5),10.0,Summer
2019-12-01,Fine particles (PM 2.5),7.6,Winter
2019-06-01,Fine particles (PM 2.5),8.2,Summer
2019-12-01,Fine particles (PM 2.5),8.6,Winter
2013-06-01,Fine particles (PM 2.5),10.7,Summer
2018-01-01,Fine particles (PM 2.5),7.5,Winter
2012-06-01,Fine particles (PM 2.5),11.7,Summer
2016-06-01,Fine particles (PM 2.5),9.9,Summer
2012-12-01,Fine particles (PM 2.5),10.8,Winter
2015-06-01,Fine particles (PM 2.5),10.6,Summer
2019-12-01,Fine particles (PM 2.5),7.5,Winter
2019-06-01,Fine particles (PM 2.5),9.0,Summer
2012-12-01,Fine particles (PM 2.5),11.7,Winter
2015-01-01,Boiler Emissions- Total PM2.5 Emissions,3.7,Winter
2008-12-01,Fine particles (PM 2.5),11.8,Winter
2015-01-01,Fine particles (PM 2.5),9.6,Winter
2009-06-01,Fine particles (PM 2.5),10.8,Summer
2010-12-01,Fine particles (PM 2.5),13.1,Winter
2012-12-01,Fine particles (PM 2.5),8.9,Winter
2017-01-01,Fine particles (PM 2.5),8.5,Winter
2014-12-01,Fine particles (PM 2.5),10.8,Winter
2018-06-01,Ozone (O3),26.2,Summer
2018-06-01,Ozone (O3),30.7,Summer
2017-06-01,Ozone (O3),29.5,Summer
2015-12-01,Nitrogen dioxide (NO2),29.0,Winter
2010-06-01,Nitrogen dioxide (NO2),31.2,Summer
2011-06-01,Nitrogen dioxide (NO2),21.4,Summer
2016-06-01,Nitrogen dioxide (NO2),17.8,Summer
2015-12-01,Nitrogen dioxide (NO2),26.1,Winter
2020-12-01,Nitrogen dioxide (NO2),23.9,Winter
2016-06-01,Ozone (O3),33.4,Summer
2010-06-01,Ozone (O3),33.0,Summer
2011-06-01,Ozone (O3),31.5,Summer
2011-06-01,Ozone (O3),26.1,Summer
2010-06-01,Ozone (O3),27.7,Summer
2011-06-01,Ozone (O3),33.8,Summer
2008-12-01,Nitrogen dioxide (NO2),29.4,Winter
2019-06-01,Ozone (O3),24.9,Summer
2009-12-01,Nitrogen dioxide (NO2),27.5,Winter
2020-06-01,Nitrogen dioxide (NO2),11.8,Summer
2016-12-01,Nitrogen dioxide (NO2),30.2,Winter
2020-06-01,Nitrogen dioxide (NO2),16.3,Summer
2013-12-01,Nitrogen dioxide (NO2),27.6,Winter
2018-06-01,Nitrogen dioxide (NO2),19.9,Summer
2009-12-01,Nitrogen dioxide (NO2),28.9,Winter
2020-06-01,Nitrogen dioxide (NO2),11.6,Summer
2017-06-01,Nitrogen dioxide (NO2),15.2,Summer
2011-12-01,Nitrogen dioxide (NO2),21.1,Winter
2022-06-01,Nitrogen dioxide (NO2),12.5,Summer
2011-12-01,Nitrogen dioxide (NO2),22.9,Winter
2011-12-01,Nitrogen dioxide (NO2),19.8,Winter
2022-06-01,Ozone (O3),33.7,Summer
2016-12-01,Nitrogen dioxide (NO2),31.2,Winter
2010-06-01,Fine particles (PM 2.5),12.7,Summer
2011-06-01,Fine particles (PM 2.5),12.3,Summer
2019-12-01,Fine particles (PM 2.5),7.4,Winter
2015-06-01,Fine particles (PM 2.5),10.3,Summer
2019-12-01,Fine particles (PM 2.5),8.5,Winter
2019-06-01,Fine particles (PM 2.5),9.2,Summer
2015-01-01,Boiler Emissions- Total NOx Emissions,225.9,Winter
2015-01-01,Boiler Emissions- Total PM2.5 Emissions,5.7,Winter
2015-01-01,Boiler Emissions- Total PM2.5 Emissions,0.4,Winter
2015-01-01,Boiler Emissions- Total NOx Emissions,31.9,Winter
2015-01-01,Fine particles (PM 2.5),8.9,Winter
2020-01-01,Fine particles (PM 2.5),6.2,Winter
2008-12-01,Fine particles (PM 2.5),11.6,Winter
2010-12-01,Fine particles (PM 2.5),11.1,Winter
2015-01-01,Fine particles (PM 2.5),9.5,Winter
2015-01-01,Fine particles (PM 2.5),9.1,Winter
2008-12-01,Fine particles (PM 2.5),11.8,Winter
2015-06-01,Ozone (O3),27.1,Summer
2019-06-01,Ozone (O3),27.5,Summer
2009-06-01,Ozone (O3),24.9,Summer
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),23.5,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),25.8,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),16.9,Winter
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),42.2,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),9.1,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),8.8,Winter
2010-12-01,Fine particles (PM 2.5),14.2,Winter
2009-06-01,Fine particles (PM 2.5),12.3,Summer
2012-12-01,Fine particles (PM 2.5),10.1,Winter
2014-12-01,Fine particles (PM 2.5),10.0,Winter
2009-06-01,Fine particles (PM 2.5),13.2,Summer
2010-12-01,Fine particles (PM 2.5),14.8,Winter
2012-12-01,Fine particles (PM 2.5),11.1,Winter
2017-01-01,Fine particles (PM 2.5),9.0,Winter
2015-12-31,Fine particles (PM 2.5),9.6,Winter
2011-12-01,Fine particles (PM 2.5),11.3,Winter
2022-06-01,Fine particles (PM 2.5),7.0,Summer
2022-06-01,Fine particles (PM 2.5),7.4,Summer
2011-12-01,Fine particles (PM 2.5),9.2,Winter
2020-06-01,Fine particles (PM 2.5),7.9,Summer
2011-12-01,Fine particles (PM 2.5),11.6,Winter
2009-12-01,Fine particles (PM 2.5),12.3,Winter
2013-12-01,Fine particles (PM 2.5),11.4,Winter
2018-06-01,Fine particles (PM 2.5),10.1,Summer
2018-06-01,Fine particles (PM 2.5),8.7,Summer
2017-06-01,Fine particles (PM 2.5),10.7,Summer
2020-06-01,Fine particles (PM 2.5),7.7,Summer
2020-01-01,Fine particles (PM 2.5),6.3,Winter
2009-12-01,Fine particles (PM 2.5),10.1,Winter
2019-12-01,Fine particles (PM 2.5),6.3,Winter
2018-06-01,Ozone (O3),28.6,Summer
2016-06-01,Nitrogen dioxide (NO2),14.5,Summer
2020-12-01,Nitrogen dioxide (NO2),21.1,Winter
2016-06-01,Nitrogen dioxide (NO2),23.0,Summer
2015-12-01,Nitrogen dioxide (NO2),29.6,Winter
2020-12-01,Nitrogen dioxide (NO2),25.8,Winter
2016-06-01,Ozone (O3),29.8,Summer
2016-06-01,Ozone (O3),32.5,Summer
2010-06-01,Ozone (O3),25.3,Summer
2011-06-01,Ozone (O3),24.0,Summer
2011-06-01,Ozone (O3),30.7,Summer
2010-06-01,Ozone (O3),31.7,Summer
2022-06-01,Ozone (O3),34.5,Summer
2010-12-01,Nitrogen dioxide (NO2),22.6,Winter
2018-12-01,Nitrogen dioxide (NO2),19.9,Winter
2015-06-01,Ozone (O3),27.1,Summer
2019-06-01,Ozone (O3),24.4,Summer
2015-06-01,Ozone (O3),29.8,Summer
2015-06-01,Ozone (O3),28.8,Summer
2015-06-01,Ozone (O3),30.0,Summer
2009-06-01,Ozone (O3),23.4,Summer
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),16.3,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),7.4,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),14.1,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),22.2,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),11.0,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),13.0,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),8.9,Winter
2013-06-01,Fine particles (PM 2.5),11.5,Summer
2015-12-31,Fine particles (PM 2.5),8.9,Winter
2013-01-01,Boiler Emissions- Total SO2 Emissions,78.8,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,0.0,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,0.5,Winter
2015-01-01,Boiler Emissions- Total SO2 Emissions,0.7,Winter
2019-01-01,Fine particles (PM 2.5),9.7,Winter
2022-01-01,Fine particles (PM 2.5),8.0,Winter
2013-12-01,Fine particles (PM 2.5),11.7,Winter
2017-12-01,Fine particles (PM 2.5),8.8,Winter
2008-12-01,Fine particles (PM 2.5),14.1,Winter
2008-12-01,Fine particles (PM 2.5),12.9,Winter
2017-12-01,Fine particles (PM 2.5),8.5,Winter
2013-12-01,Fine particles (PM 2.5),11.2,Winter
2019-01-01,Fine particles (PM 2.5),7.5,Winter
2022-01-01,Fine particles (PM 2.5),5.6,Winter
2013-06-01,Fine particles (PM 2.5),10.2,Summer
2015-12-31,Fine particles (PM 2.5),7.6,Winter
2021-12-01,Fine particles (PM 2.5),6.7,Winter
2018-01-01,Fine particles (PM 2.5),6.7,Winter
2012-06-01,Fine particles (PM 2.5),10.5,Summer
2021-06-01,Fine particles (PM 2.5),8.6,Summer
2012-06-01,Fine particles (PM 2.5),12.1,Summer
2016-12-01,Fine particles (PM 2.5),10.5,Winter
2013-12-01,Fine particles (PM 2.5),8.5,Winter
2015-06-01,Ozone (O3),32.4,Summer
2015-06-01,Ozone (O3),31.7,Summer
2017-12-01,Nitrogen dioxide (NO2),27.1,Winter
2008-12-01,Nitrogen dioxide (NO2),30.6,Winter
2021-06-01,Nitrogen dioxide (NO2),17.2,Summer
2015-12-31,Nitrogen dioxide (NO2),19.9,Winter
2021-12-01,Nitrogen dioxide (NO2),21.2,Winter
2018-01-01,Nitrogen dioxide (NO2),21.1,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),13.8,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),9.0,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),10.0,Winter
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),6.6,Winter
2012-01-02,Respiratory hospitalizations due to PM2.5 (age 20+),8.2,Winter
2010-12-01,Fine particles (PM 2.5),14.7,Winter
2009-06-01,Fine particles (PM 2.5),13.0,Summer
2009-06-01,Fine particles (PM 2.5),10.8,Summer
2012-12-01,Fine particles (PM 2.5),8.4,Winter
2015-12-31,Fine particles (PM 2.5),7.4,Winter
2011-12-01,Fine particles (PM 2.5),11.2,Winter
2022-06-01,Fine particles (PM 2.5),7.1,Summer
2011-12-01,Fine particles (PM 2.5),8.8,Winter
2022-06-01,Fine particles (PM 2.5),7.1,Summer
2011-12-01,Fine particles (PM 2.5),10.0,Winter
2022-06-01,Fine particles (PM 2.5),7.2,Summer
2022-06-01,Fine particles (PM 2.5),6.2,Summer
2022-06-01,Fine particles (PM 2.5),6.2,Summer
2009-12-01,Fine particles (PM 2.5),9.8,Winter
2013-12-01,Fine particles (PM 2.5),8.8,Winter
2017-06-01,Fine particles (PM 2.5),10.4,Summer
2020-06-01,Fine particles (PM 2.5),7.4,Summer
2009-12-01,Fine particles (PM 2.5),11.5,Winter
2013-12-01,Fine particles (PM 2.5),9.7,Winter
2017-06-01,Fine particles (PM 2.5),9.9,Summer
2018-06-01,Fine particles (PM 2.5),8.9,Summer
2018-06-01,Fine particles (PM 2.5),8.7,Summer
2008-12-01,Fine particles (PM 2.5),12.9,Winter
2014-06-01,Fine particles (PM 2.5),10.5,Summer
2010-12-01,Fine particles (PM 2.5),12.1,Winter
2016-12-01,Fine particles (PM 2.5),8.1,Winter
2012-06-01,Fine particles (PM 2.5),10.9,Summer
2018-01-01,Fine particles (PM 2.5),7.7,Winter
2018-01-01,Nitrogen dioxide (NO2),16.9,Winter
2012-06-01,Ozone (O3),32.3,Summer
2022-06-01,Nitrogen dioxide (NO2),9.8,Summer
2022-06-01,Nitrogen dioxide (NO2),12.6,Summer
2022-06-01,Ozone (O3),29.9,Summer
2013-12-01,Nitrogen dioxide (NO2),20.0,Winter
2017-06-01,Fine particles (PM 2.5),9.6,Summer
2016-12-01,Fine particles (PM 2.5),7.6,Winter
2013-12-01,Fine particles (PM 2.5),8.9,Winter
2013-12-01,Fine particles (PM 2.5),8.7,Winter
2018-06-01,Fine particles (PM 2.5),8.4,Summer
2020-06-01,Fine particles (PM 2.5),7.1,Summer
2020-06-01,Nitrogen dioxide (NO2),14.0,Summer
2009-12-01,Nitrogen dioxide (NO2),23.4,Winter
2018-06-01,Nitrogen dioxide (NO2),12.2,Summer
2017-06-01,Nitrogen dioxide (NO2),12.6,Summer
2009-12-01,Nitrogen dioxide (NO2),30.2,Winter
2020-06-01,Nitrogen dioxide (NO2),15.1,Summer
2016-12-01,Nitrogen dioxide (NO2),24.9,Winter
2011-12-01,Nitrogen dioxide (NO2),17.5,Winter
2013-12-01,Nitrogen dioxide (NO2),19.4,Winter
2018-06-01,Nitrogen dioxide (NO2),12.9,Summer
2010-06-01,Fine particles (PM 2.5),11.7,Summer
2009-12-01,Fine particles (PM 2.5),9.7,Winter
2019-06-01,Fine particles (PM 2.5),7.8,Summer
2019-12-01,Fine particles (PM 2.5),7.5,Winter
2009-12-01,Fine particles (PM 2.5),9.4,Winter
2015-06-01,Fine particles (PM 2.5),10.4,Summer
2019-12-01,Fine particles (PM 2.5),7.9,Winter
2015-01-01,Boiler Emissions- Total NOx Emissions,9.8,Winter
2013-06-01,Nitrogen dioxide (NO2),18.1,Summer
2012-06-01,Nitrogen dioxide (NO2),18.9,Summer
2015-12-31,Nitrogen dioxide (NO2),21.4,Winter
2015-12-31,Nitrogen dioxide (NO2),21.7,Winter
2015-12-31,Nitrogen dioxide (NO2),22.2,Winter
2018-01-01,Nitrogen dioxide (NO2),21.7,Winter
2016-06-01,Nitrogen dioxide (NO2),16.2,Summer
2016-06-01,Nitrogen dioxide (NO2),17.3,Summer
2015-12-01,Nitrogen dioxide (NO2),21.3,Winter
2011-06-01,Nitrogen dioxide (NO2),20.3,Summer
2016-06-01,Nitrogen dioxide (NO2),15.6,Summer
2020-12-01,Nitrogen dioxide (NO2),22.9,Winter
2016-06-01,Nitrogen dioxide (NO2),16.6,Summer
2015-12-01,Nitrogen dioxide (NO2),25.7,Winter
2018-06-01,Fine particles (PM 2.5),8.3,Summer
2011-12-01,Fine particles (PM 2.5),8.5,Winter
2020-06-01,Fine particles (PM 2.5),6.7,Summer
2019-06-01,Fine particles (PM 2.5),7.9,Summer
2019-12-01,Fine particles (PM 2.5),7.5,Winter
2019-12-01,Fine particles (PM 2.5),7.6,Winter
2012-12-01,Fine particles (PM 2.5),12.6,Winter
2019-12-01,Fine particles (PM 2.5),11.0,Winter
2019-12-01,Fine particles (PM 2.5),7.0,Winter
2009-12-01,Fine particles (PM 2.5),9.7,Winter
2010-12-01,Fine particles (PM 2.5),16.2,Winter
2020-06-01,Fine particles (PM 2.5),8.5,Summer
2015-12-31,Fine particles (PM 2.5),8.1,Winter
2016-12-01,Fine particles (PM 2.5),7.8,Winter
2018-06-01,Fine particles (PM 2.5),8.8,Summer
2017-06-01,Fine particles (PM 2.5),9.3,Summer
2016-12-01,Fine particles (PM 2.5),8.0,Winter
2019-01-01,Nitrogen dioxide (NO2),14.7,Winter
2008-12-01,Nitrogen dioxide (NO2),31.1,Winter
2013-12-01,Nitrogen dioxide (NO2),29.9,Winter
2017-12-01,Nitrogen dioxide (NO2),27.2,Winter
2019-01-01,Nitrogen dioxide (NO2),19.7,Winter
2017-12-01,Nitrogen dioxide (NO2),27.5,Winter
2021-06-01,Nitrogen dioxide (NO2),14.3,Summer
2021-12-01,Nitrogen dioxide (NO2),22.3,Winter
2021-06-01,Nitrogen dioxide (NO2),15.4,Summer
2011-06-01,Nitrogen dioxide (NO2),23.9,Summer
2017-01-01,Asthma emergency department visits due to PM2.5,14.0,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,111.9,Winter
2017-01-01,Asthma emergency department visits due to PM2.5,55.0,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,99.3,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,91.9,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,212.5,Winter
2012-01-02,Asthma emergency department visits due to PM2.5,57.6,Winter
2012-01-02,Asthma emergency department visits due to PM2.5,81.8,Winter
2005-01-01,Asthma emergency department visits due to PM2.5,61.7,Winter
2009-01-01,Asthma emergency department visits due to PM2.5,69.7,Winter
2012-01-02,Asthma emergency department visits due to PM2.5,61.0,Winter
2016-12-01,Fine particles (PM 2.5),8.2,Winter
2016-12-01,Fine particles (PM 2.5),8.6,Winter
2017-06-01,Fine particles (PM 2.5),10.7,Summer
2011-12-01,Fine particles (PM 2.5),9.3,Winter
2013-12-01,Fine particles (PM 2.5),9.0,Winter
2009-12-01,Fine particles (PM 2.5),10.3,Winter
2013-12-01,Fine particles (PM 2.5),9.8,Winter
2017-06-01,Fine particles (PM 2.5),8.9,Summer
2011-12-01,Fine particles (PM 2.5),9.2,Winter
2020-06-01,Fine particles (PM 2.5),6.9,Summer
2008-12-01,Fine particles (PM 2.5),10.7,Winter
2014-06-01,Fine particles (PM 2.5),8.8,Summer
2015-01-01,Fine particles (PM 2.5),9.9,Winter
2020-01-01,Fine particles (PM 2.5),6.6,Winter
2010-12-01,Fine particles (PM 2.5),11.6,Winter
2008-12-01,Fine particles (PM 2.5),12.0,Winter
2020-01-01,Fine particles (PM 2.5),6.7,Winter
2016-12-01,Fine particles (PM 2.5),8.1,Winter
2017-06-01,Fine particles (PM 2.5),9.3,Summer
2020-06-01,Fine particles (PM 2.5),7.1,Summer
2018-06-01,Fine particles (PM 2.5),8.4,Summer
2016-12-01,Fine particles (PM 2.5),8.2,Winter
2013-12-01,Fine particles (PM 2.5),9.2,Winter
2008-12-01,Fine particles (PM 2.5),13.1,Winter
2010-12-01,Fine particles (PM 2.5),12.3,Winter
2014-06-01,Fine particles (PM 2.5),10.9,Summer
2012-06-01,Fine particles (PM 2.5),10.5,Summer
2013-06-01,Fine particles (PM 2.5),11.6,Summer
2012-06-01,Fine particles (PM 2.5),11.8,Summer
2015-12-31,Fine particles (PM 2.5),8.8,Winter
2014-06-01,Fine particles (PM 2.5),8.3,Summer
2018-01-01,Fine particles (PM 2.5),6.7,Winter
2012-12-01,Fine particles (PM 2.5),10.3,Winter
2019-06-01,Fine particles (PM 2.5),7.8,Summer
2019-12-01,Fine particles (PM 2.5),6.7,Winter
2019-01-01,Fine particles (PM 2.5),6.6,Winter
2022-01-01,Fine particles (PM 2.5),6.1,Winter
2022-01-01,Fine particles (PM 2.5),5.9,Winter
2017-12-01,Fine particles (PM 2.5),8.2,Winter
2009-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),10.4,Winter
2021-06-01,Nitrogen dioxide (NO2),17.4,Summer
2021-01-01,Fine particles (PM 2.5),8.1,Winter
2009-06-01,Fine particles (PM 2.5),10.4,Summer
2010-12-01,Fine particles (PM 2.5),14.1,Winter
2012-12-01,Fine particles (PM 2.5),8.9,Winter
2014-12-01,Fine particles (PM 2.5),9.2,Winter
2012-06-01,Fine particles (PM 2.5),11.1,Summer
2011-12-01,Fine particles (PM 2.5),9.3,Winter
2017-06-01,Fine particles (PM 2.5),9.5,Summer
2009-12-01,Fine particles (PM 2.5),9.7,Winter
2016-12-01,Fine particles (PM 2.5),7.8,Winter
2017-06-01,Fine particles (PM 2.5),8.6,Summer
2011-12-01,Fine particles (PM 2.5),9.2,Winter
2017-06-01,Fine particles (PM 2.5),8.8,Summer
2015-01-01,Fine particles (PM 2.5),11.2,Winter
2008-12-01,Fine particles (PM 2.5),11.0,Winter
2010-12-01,Fine particles (PM 2.5),10.7,Winter
2015-01-01,Fine particles (PM 2.5),9.9,Winter
2015-01-01,Fine particles (PM 2.5),8.9,Winter
2018-12-01,Fine particles (PM 2.5),7.3,Winter
2021-06-01,Fine particles (PM 2.5),10.0,Summer
2015-12-31,Fine particles (PM 2.5),10.2,Winter
2021-06-01,Fine particles (PM 2.5),9.8,Summer
2013-06-01,Fine particles (PM 2.5),10.3,Summer
2015-12-31,Fine particles (PM 2.5),8.2,Winter
2015-12-31,Fine particles (PM 2.5),7.6,Winter
2021-12-01,Fine particles (PM 2.5),7.4,Winter
2015-12-31,Fine particles (PM 2.5),8.2,Winter
2021-06-01,Fine particles (PM 2.5),8.7,Summer
2009-06-01,Ozone (O3),17.8,Summer
2012-06-01,Nitrogen dioxide (NO2),14.8,Summer
2019-06-01,Ozone (O3),33.0,Summer
2009-06-01,Ozone (O3),26.7,Summer
2009-06-01,Ozone (O3),25.4,Summer
2009-06-01,Ozone (O3),14.4,Summer
2005-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),13.5,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),6.0,Winter
2017-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),8.0,Winter
2021-01-01,Fine particles (PM 2.5),8.9,Winter
2015-12-31,Fine particles (PM 2.5),7.7,Winter
2018-01-01,Fine particles (PM 2.5),7.4,Winter
2017-06-01,Fine particles (PM 2.5),9.0,Summer
2020-06-01,Fine particles (PM 2.5),9.2,Summer
2018-06-01,Fine particles (PM 2.5),9.0,Summer
2011-12-01,Fine particles (PM 2.5),9.2,Winter
2009-12-01,Fine particles (PM 2.5),9.8,Winter
2018-12-01,Fine particles (PM 2.5),7.2,Winter
2020-01-01,Fine particles (PM 2.5),6.1,Winter
2020-01-01,Fine particles (PM 2.5),9.2,Winter
2010-12-01,Fine particles (PM 2.5),11.7,Winter
2014-06-01,Fine particles (PM 2.5),9.5,Summer
2020-01-01,Fine particles (PM 2.5),6.2,Winter
2014-06-01,Fine particles (PM 2.5),8.9,Summer
2008-12-01,Fine particles (PM 2.5),10.7,Winter
2018-01-01,Fine particles (PM 2.5),6.6,Winter
2012-06-01,Fine particles (PM 2.5),10.9,Summer
2015-01-01,Respiratory hospitalizations due to PM2.5 (age 20+),6.9,Winter
2013-06-01,Nitrogen dioxide (NO2),20.2,Summer
2012-06-01,Nitrogen dioxide (NO2),20.6,Summer
2021-12-01,Nitrogen dioxide (NO2),21.7,Winter
2022-06-01,Ozone (O3),27.7,Summer
2022-06-01,Ozone (O3),34.2,Summer
2011-06-01,Nitrogen dioxide (NO2),16.3,Summer
2020-12-01,Nitrogen dioxide (NO2),18.0,Winter
2011-06-01,Nitrogen dioxide (NO2),17.2,Summer
2020-12-01,Nitrogen dioxide (NO2),23.9,Winter
2010-06-01,Ozone (O3),30.9,Summer
2011-06-01,Ozone (O3),31.2,Summer
2016-06-01,Ozone (O3),31.9,Summer
2011-06-01,Nitrogen dioxide (NO2),21.3,Summer
2010-06-01,Nitrogen dioxide (NO2),21.4,Summer
2020-01-01,Nitrogen dioxide (NO2),18.1,Winter
2015-01-01,Nitrogen dioxide (NO2),21.9,Winter
2015-01-01,Nitrogen dioxide (NO2),19.5,Winter
2010-12-01,Nitrogen dioxide (NO2),25.0,Winter
2008-12-01,Nitrogen dioxide (NO2),25.8,Winter
2014-06-01,Nitrogen dioxide (NO2),17.8,Summer
2018-12-01,Nitrogen dioxide (NO2),24.7,Winter
2009-06-01,Nitrogen dioxide (NO2),28.1,Summer
2017-01-01,Nitrogen dioxide (NO2),18.9,Winter
2014-12-01,Nitrogen dioxide (NO2),26.7,Winter
2021-01-01,Nitrogen dioxide (NO2),14.8,Winter
2009-06-01,Nitrogen dioxide (NO2),17.9,Summer
2010-12-01,Nitrogen dioxide (NO2),26.0,Winter
2018-12-01,Nitrogen dioxide (NO2),19.1,Winter
