Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Month,Season
816796,643,Annual vehicle miles traveled,Million miles,per square mile,CD,110.0,Central Harlem (CD10),2010,2010-01-01,71.1,,1,Winter
816795,643,Annual vehicle miles traveled,Million miles,per square mile,CD,110.0,Central Harlem (CD10),2019,2019-01-01,84.5,,1,Winter
816791,643,Annual vehicle miles traveled,Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2019,2019-01-01,151.5,,1,Winter
816792,643,Annual vehicle miles traveled,Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2010,2010-01-01,120.9,,1,Winter
817140,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2019,2019-01-01,5.0,,1,Winter
817195,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2010,2010-01-01,2.9,,1,Winter
817196,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2019,2019-01-01,4.2,,1,Winter
817239,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,108.0,Upper East Side (CD8),2010,2010-01-01,5.5,,1,Winter
817243,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,110.0,Central Harlem (CD10),2010,2010-01-01,1.3,,1,Winter
817248,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2019,2019-01-01,8.5,,1,Winter
817292,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019,2019-01-01,4.9,,1,Winter
817291,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2010,2010-01-01,3.7,,1,Winter
817296,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,312.0,Borough Park (CD12),2019,2019-01-01,1.8,,1,Winter
817200,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2019,2019-01-01,3.4,,1,Winter
817235,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2010,2010-01-01,4.3,,1,Winter
817319,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2010,2010-01-01,3.7,,1,Winter
817320,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2019,2019-01-01,4.3,,1,Winter
817021,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2010,2010-01-01,164.7,,1,Winter
817073,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,308.0,Crown Heights and Prospect Heights (CD8),2010,2010-01-01,61.6,,1,Winter
816985,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2010,2010-01-01,49.6,,1,Winter
816986,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,403.0,Flushing - Clearview,2019,2019-01-01,37.6,,1,Winter
816969,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,305.0,Upper East Side,2010,2010-01-01,117.0,,1,Winter
816966,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,303.0,East Harlem,2019,2019-01-01,135.8,,1,Winter
816892,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2010,2010-01-01,91.5,,1,Winter
816807,643,Annual vehicle miles traveled,Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2019,2019-01-01,161.5,,1,Winter
816776,643,Annual vehicle miles traveled,Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2010,2010-01-01,40.2,,1,Winter
816775,643,Annual vehicle miles traveled,Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2019,2019-01-01,56.0,,1,Winter
816835,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2019,2019-01-01,66.5,,1,Winter
816855,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305.0,Upper East Side,2019,2019-01-01,124.6,,1,Winter
816780,643,Annual vehicle miles traveled,Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2010,2010-01-01,98.1,,1,Winter
816779,643,Annual vehicle miles traveled,Million miles,per square mile,CD,206.0,Belmont and East Tremont (CD6),2019,2019-01-01,104.9,,1,Winter
817203,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2010,2010-01-01,1.4,,1,Winter
817177,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2010,2010-01-01,2.3,,1,Winter
817281,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,305.0,East New York and Starrett City (CD5),2010,2010-01-01,1.6,,1,Winter
816927,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,102.0,Northeast Bronx,2010,2010-01-01,38.9,,1,Winter
816963,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2010,2010-01-01,90.7,,1,Winter
816964,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2019,2019-01-01,100.7,,1,Winter
816897,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,102.0,Northeast Bronx,2019,2019-01-01,47.7,,1,Winter
816702,643,Annual vehicle miles traveled,Million miles,per square mile,CD,405.0,Ridgewood and Maspeth (CD5),2019,2019-01-01,60.3,,1,Winter
154612,643,Annual vehicle miles traveled,Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2005,2005-01-01,58.7,,1,Winter
816774,643,Annual vehicle miles traveled,Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2010,2010-01-01,63.2,,1,Winter
816773,643,Annual vehicle miles traveled,Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2019,2019-01-01,74.0,,1,Winter
816797,643,Annual vehicle miles traveled,Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2019,2019-01-01,133.1,,1,Winter
817191,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2010,2010-01-01,3.4,,1,Winter
817201,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2010,2010-01-01,4.1,,1,Winter
817222,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2019,2019-01-01,0.7,,1,Winter
817237,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2010,2010-01-01,6.6,,1,Winter
816987,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2010,2010-01-01,81.0,,1,Winter
817008,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,504.0,South Beach - Tottenville,2019,2019-01-01,12.1,,1,Winter
816960,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2019,2019-01-01,46.2,,1,Winter
816866,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2010,2010-01-01,39.7,,1,Winter
816901,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,5.0,Staten Island,2019,2019-01-01,22.9,,1,Winter
816801,643,Annual vehicle miles traveled,Million miles,per square mile,CD,107.0,Upper West Side (CD7),2019,2019-01-01,143.4,,1,Winter
816902,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,5.0,Staten Island,2010,2010-01-01,22.6,,1,Winter
817137,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,Borough,5.0,Staten Island,2010,2010-01-01,1.1,,1,Winter
817138,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,Borough,5.0,Staten Island,2019,2019-01-01,1.4,,1,Winter
817271,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,212.0,Williamsbridge and Baychester (CD12),2010,2010-01-01,3.0,,1,Winter
817030,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,110.0,Central Harlem (CD10),2019,2019-01-01,78.1,,1,Winter
817033,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2010,2010-01-01,112.3,,1,Winter
817034,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,112.0,Washington Heights and Inwood (CD12),2019,2019-01-01,139.5,,1,Winter
817078,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2019,2019-01-01,77.2,,1,Winter
817077,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,310.0,Bay Ridge and Dyker Heights (CD10),2010,2010-01-01,65.2,,1,Winter
817058,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,212.0,Williamsbridge and Baychester (CD12),2019,2019-01-01,49.9,,1,Winter
816962,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,301.0,Washington Heights,2019,2019-01-01,131.7,,1,Winter
816961,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,301.0,Washington Heights,2010,2010-01-01,107.8,,1,Winter
816982,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,401.0,Long Island City - Astoria,2019,2019-01-01,57.1,,1,Winter
816925,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2010,2010-01-01,63.9,,1,Winter
816823,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,501.0,Port Richmond,2019,2019-01-01,17.0,,1,Winter
816799,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108.0,Upper East Side (CD8),2019,2019-01-01,138.6,,1,Winter
817179,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,303.0,East Harlem,2010,2010-01-01,4.9,,1,Winter
817184,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,305.0,Upper East Side,2019,2019-01-01,7.1,,1,Winter
817180,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,303.0,East Harlem,2019,2019-01-01,8.1,,1,Winter
817162,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,205.0,Sunset Park,2019,2019-01-01,5.4,,1,Winter
817158,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2019,2019-01-01,2.8,,1,Winter
817157,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2010,2010-01-01,1.8,,1,Winter
817204,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2019,2019-01-01,2.0,,1,Winter
817183,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,305.0,Upper East Side,2010,2010-01-01,4.8,,1,Winter
817263,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2010,2010-01-01,2.2,,1,Winter
817264,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2019,2019-01-01,2.7,,1,Winter
817323,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,408.0,Hillcrest and Fresh Meadows (CD8),2010,2010-01-01,3.2,,1,Winter
817324,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,408.0,Hillcrest and Fresh Meadows (CD8),2019,2019-01-01,3.8,,1,Winter
817231,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2010,2010-01-01,9.4,,1,Winter
817232,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2019,2019-01-01,6.5,,1,Winter
817219,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,503.0,Willowbrook,2010,2010-01-01,1.7,,1,Winter
817178,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,302.0,Central Harlem - Morningside Heights,2019,2019-01-01,4.4,,1,Winter
816737,643,Annual vehicle miles traveled,Million miles,per square mile,CD,315.0,Sheepshead Bay (CD15),2019,2019-01-01,55.3,,1,Winter
816738,643,Annual vehicle miles traveled,Million miles,per square mile,CD,315.0,Sheepshead Bay (CD15),2010,2010-01-01,54.0,,1,Winter
816922,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,4.0,Queens,2019,2019-01-01,53.4,,1,Winter
816921,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,4.0,Queens,2010,2010-01-01,59.9,,1,Winter
816718,643,Annual vehicle miles traveled,Million miles,per square mile,CD,413.0,Queens Village (CD13),2019,2019-01-01,74.9,,1,Winter
816904,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,4.0,Queens,2010,2010-01-01,62.9,,1,Winter
817213,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,410.0,Rockaways,2010,2010-01-01,0.4,,1,Winter
817194,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,310.0,Lower Manhattan,2019,2019-01-01,3.4,,1,Winter
817149,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,106.0,High Bridge - Morrisania,2010,2010-01-01,7.7,,1,Winter
817214,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,410.0,Rockaways,2019,2019-01-01,0.6,,1,Winter
817193,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,310.0,Lower Manhattan,2010,2010-01-01,3.0,,1,Winter
817170,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,209.0,Bensonhurst - Bay Ridge,2019,2019-01-01,3.1,,1,Winter
817192,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2019,2019-01-01,6.7,,1,Winter
816911,643,Annual vehicle miles traveled,Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2010,2010-01-01,27.4,,1,Winter
817275,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2010,2010-01-01,7.6,,1,Winter
817251,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,202.0,Hunts Point and Longwood (CD2),2010,2010-01-01,2.3,,1,Winter
817252,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,202.0,Hunts Point and Longwood (CD2),2019,2019-01-01,3.4,,1,Winter
817309,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,401.0,Long Island City and Astoria (CD1),2010,2010-01-01,2.1,,1,Winter
817310,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,401.0,Long Island City and Astoria (CD1),2019,2019-01-01,3.5,,1,Winter
817274,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,301.0,Greenpoint and Williamsburg (CD1),2019,2019-01-01,6.2,,1,Winter
817276,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,302.0,Fort Greene and Brooklyn Heights (CD2),2019,2019-01-01,9.1,,1,Winter
817311,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,402.0,Woodside and Sunnyside (CD2),2010,2010-01-01,5.9,,1,Winter
817340,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,502.0,South Beach and Willowbrook (CD2),2019,2019-01-01,1.8,,1,Winter
817197,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,402.0,West Queens,2010,2010-01-01,4.8,,1,Winter
816769,643,Annual vehicle miles traveled,Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2019,2019-01-01,38.1,,1,Winter
816770,643,Annual vehicle miles traveled,Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2010,2010-01-01,34.2,,1,Winter
816714,643,Annual vehicle miles traveled,Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2019,2019-01-01,73.6,,1,Winter
817293,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,311.0,Bensonhurst (CD11),2010,2010-01-01,1.0,,1,Winter
817330,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2019,2019-01-01,4.9,,1,Winter
817269,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2010,2010-01-01,1.0,,1,Winter
817266,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2019,2019-01-01,6.3,,1,Winter
817265,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,209.0,Parkchester and Soundview (CD9),2010,2010-01-01,5.0,,1,Winter
817289,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2010,2010-01-01,1.0,,1,Winter
817290,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,309.0,South Crown Heights and Lefferts Gardens (CD9),2019,2019-01-01,2.0,,1,Winter
817242,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2019,2019-01-01,6.7,,1,Winter
817241,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2010,2010-01-01,4.7,,1,Winter
817270,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,211.0,Morris Park and Bronxdale (CD11),2019,2019-01-01,1.4,,1,Winter
817329,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2010,2010-01-01,3.9,,1,Winter
817145,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2010,2010-01-01,4.1,,1,Winter
817173,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2010,2010-01-01,0.8,,1,Winter
817174,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,211.0,Williamsburg - Bushwick,2019,2019-01-01,1.9,,1,Winter
817182,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,304.0,Upper West Side,2019,2019-01-01,8.9,,1,Winter
817299,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2010,2010-01-01,1.5,,1,Winter
817300,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,314.0,Flatbush and Midwood (CD14),2019,2019-01-01,1.9,,1,Winter
817321,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2010,2010-01-01,2.3,,1,Winter
817262,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019,2019-01-01,5.5,,1,Winter
817202,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,404.0,Bayside - Little Neck,2019,2019-01-01,4.9,,1,Winter
817171,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,210.0,Coney Island - Sheepshead Bay,2010,2010-01-01,0.7,,1,Winter
817172,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,210.0,Coney Island - Sheepshead Bay,2019,2019-01-01,1.1,,1,Winter
816977,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,309.0,Union Square - Lower East Side,2010,2010-01-01,104.7,,1,Winter
816998,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,409.0,Southeast Queens,2019,2019-01-01,64.3,,1,Winter
817185,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,306.0,Chelsea - Clinton,2010,2010-01-01,8.5,,1,Winter
817205,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,406.0,Fresh Meadows,2010,2010-01-01,4.1,,1,Winter
817318,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,405.0,Ridgewood and Maspeth (CD5),2019,2019-01-01,2.5,,1,Winter
817282,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,305.0,East New York and Starrett City (CD5),2019,2019-01-01,2.1,,1,Winter
817161,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,205.0,Sunset Park,2010,2010-01-01,4.7,,1,Winter
817220,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,503.0,Willowbrook,2019,2019-01-01,2.2,,1,Winter
816948,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,205.0,Sunset Park,2019,2019-01-01,93.9,,1,Winter
816947,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,205.0,Sunset Park,2010,2010-01-01,66.9,,1,Winter
817283,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2010,2010-01-01,3.4,,1,Winter
817110,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,408.0,Hillcrest and Fresh Meadows (CD8),2019,2019-01-01,73.3,,1,Winter
817109,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,408.0,Hillcrest and Fresh Meadows (CD8),2010,2010-01-01,89.1,,1,Winter
817246,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,111.0,East Harlem (CD11),2019,2019-01-01,7.7,,1,Winter
817325,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2010,2010-01-01,2.3,,1,Winter
817080,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311.0,Bensonhurst (CD11),2019,2019-01-01,46.0,,1,Winter
817028,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,109.0,Morningside Heights and Hamilton Heights (CD9),2019,2019-01-01,123.1,,1,Winter
817032,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,111.0,East Harlem (CD11),2019,2019-01-01,140.8,,1,Winter
817115,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2010,2010-01-01,76.4,,1,Winter
817116,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,411.0,Bayside and Little Neck (CD11),2019,2019-01-01,67.6,,1,Winter
817326,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,409.0,Kew Gardens and Woodhaven (CD9),2019,2019-01-01,3.0,,1,Winter
817245,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,111.0,East Harlem (CD11),2010,2010-01-01,4.6,,1,Winter
817216,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,501.0,Port Richmond,2019,2019-01-01,1.4,,1,Winter
817139,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,101.0,Kingsbridge - Riverdale,2010,2010-01-01,4.8,,1,Winter
817175,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,301.0,Washington Heights,2010,2010-01-01,5.3,,1,Winter
817176,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,301.0,Washington Heights,2019,2019-01-01,8.0,,1,Winter
817268,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,210.0,Throgs Neck and Co-op City (CD10),2019,2019-01-01,7.5,,1,Winter
817267,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,210.0,Throgs Neck and Co-op City (CD10),2010,2010-01-01,5.9,,1,Winter
817327,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,410.0,South Ozone Park and Howard Beach (CD10),2010,2010-01-01,1.6,,1,Winter
817331,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,412.0,Jamaica and Hollis (CD12),2010,2010-01-01,1.3,,1,Winter
817240,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,108.0,Upper East Side (CD8),2019,2019-01-01,7.8,,1,Winter
817244,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,110.0,Central Harlem (CD10),2019,2019-01-01,3.5,,1,Winter
817181,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,304.0,Upper West Side,2010,2010-01-01,6.6,,1,Winter
817160,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,204.0,East New York,2019,2019-01-01,2.4,,1,Winter
817159,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,204.0,East New York,2010,2010-01-01,1.7,,1,Winter
817146,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2019,2019-01-01,5.3,,1,Winter
816931,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,104.0,Pelham - Throgs Neck,2010,2010-01-01,54.6,,1,Winter
816945,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,204.0,East New York,2010,2010-01-01,45.2,,1,Winter
817238,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2019,2019-01-01,9.1,,1,Winter
817261,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2010,2010-01-01,4.6,,1,Winter
817322,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,CD,407.0,Flushing and Whitestone (CD7),2019,2019-01-01,3.2,,1,Winter
817048,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,207.0,Kingsbridge Heights and Bedford (CD7),2019,2019-01-01,62.6,,1,Winter
817070,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,306.0,Park Slope and Carroll Gardens (CD6),2019,2019-01-01,85.9,,1,Winter
817018,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2019,2019-01-01,147.4,,1,Winter
817017,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,104.0,Clinton and Chelsea (CD4),2010,2010-01-01,110.4,,1,Winter
817049,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,208.0,Riverdale and Fieldston (CD8),2010,2010-01-01,37.0,,1,Winter
816943,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,203.0,Bedford Stuyvesant - Crown Heights,2010,2010-01-01,61.5,,1,Winter
817005,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,503.0,Willowbrook,2010,2010-01-01,28.9,,1,Winter
816990,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2019,2019-01-01,63.0,,1,Winter
816989,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,405.0,Ridgewood - Forest Hills,2010,2010-01-01,68.3,,1,Winter
816970,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,305.0,Upper East Side,2019,2019-01-01,111.1,,1,Winter
816930,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,103.0,Fordham - Bronx Pk,2019,2019-01-01,56.2,,1,Winter
816933,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,105.0,Crotona -Tremont,2010,2010-01-01,80.8,,1,Winter
817022,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),2019,2019-01-01,176.5,,1,Winter
817105,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2010,2010-01-01,111.1,,1,Winter
817106,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,406.0,Rego Park and Forest Hills (CD6),2019,2019-01-01,85.6,,1,Winter
