Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Latitude,Longitude
825802,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Summer 2022,6/1/2022,10.6,,40.7282,-73.7949
179281,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Winter 2010-11,12/1/2010,28.3,,40.7282,-73.7949
547363,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Annual Average 2017,1/1/2017,7.2,,40.7282,-73.7949
549755,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Annual Average 2017,1/1/2017,17.9,,40.7282,-73.7949
179431,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4.0,Queens,Annual Average 2011,12/1/2010,21.5,,40.7282,-73.7949
179656,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4.0,Queens,Annual Average 2011,12/1/2010,9.8,,40.7282,-73.7949
166787,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Summer 2011,6/1/2011,21.4,,40.7423,-73.871
166728,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Summer 2010,6/1/2010,21.4,,40.7423,-73.871
412739,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Winter 2015-16,12/1/2015,24.5,,40.6957,-73.9171
412700,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Winter 2015-16,12/1/2015,23.9,,40.8403,-73.9029
412736,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2015-16,12/1/2015,25.2,,40.684,-73.9408
741202,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2020-21,12/1/2020,23.4,,40.684,-73.9408
602722,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Winter 2017-18,12/1/2017,26.8,,40.8201,-73.9018
643393,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2019,1/1/2019,23.6,,40.7282,-74.0021
825720,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2022,1/1/2022,20.5,,40.7282,-74.0021
175283,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Winter 2008-09,12/1/2008,29.2,,40.6795,-73.8417
212324,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Winter 2013-14,12/1/2013,27.4,,40.6795,-73.8417
602806,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Winter 2017-18,12/1/2017,24.0,,40.6795,-73.8417
643420,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,407.0,Southwest Queens,Annual Average 2019,1/1/2019,15.1,,40.6795,-73.8417
166685,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2010,6/1/2010,26.4,,40.7158,-73.9955
550123,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2017,6/1/2017,15.7,,40.7557,-73.8831
165843,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Winter 2009-10,12/1/2009,28.7,,40.7423,-73.871
165961,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Winter 2011-12,12/1/2011,26.7,,40.7423,-73.871
667683,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2020,6/1/2020,12.1,,40.6957,-73.9171
175274,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Winter 2008-09,12/1/2008,39.6,,40.7282,-74.0021
211361,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Winter 2013-14,12/1/2013,27.8,,40.6782,-73.9442
825807,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2022,1/1/2022,15.4,,40.6782,-73.9442
212296,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Winter 2013-14,12/1/2013,27.9,,40.8201,-73.9018
643336,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2019,1/1/2019,18.8,,40.8201,-73.9018
175262,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2008-09,12/1/2008,30.5,,40.6537,-73.9306
602743,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2017-18,12/1/2017,24.3,,40.6537,-73.9306
643357,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2019,1/1/2019,16.3,,40.6537,-73.9306
165942,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2011-12,12/1/2011,26.7,,40.684,-73.9408
602976,375,Nitrogen dioxide (NO2),Mean,ppb,CD,203.0,Morrisania and Crotona (CD3),Summer 2018,6/1/2018,14.9,,40.8403,-73.9029
628509,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2015-2017,1/1/2015,16.5,,40.7365,-73.9824
518961,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2012-2014,1/2/2012,7.2,,40.7282,-74.0021
131376,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2009-2011,1/1/2009,57.9,,40.6537,-73.9306
131369,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2009-2011,1/1/2009,138.1,,40.8201,-73.9018
177941,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,Summer 2013,6/1/2013,10.9,,40.8462,-73.8936
669772,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2020,1/1/2020,6.7,,40.7736,-73.9566
412456,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2016,12/31/2015,20.2,,40.6758,-73.9415
602729,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2018,1/1/2018,19.4,,40.6758,-73.9415
740921,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Summer 2021,6/1/2021,11.9,,40.6758,-73.9415
740906,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2021,6/1/2021,13.8,,40.8462,-73.8936
549821,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Annual Average 2017,1/1/2017,22.4,,40.7957,-73.9389
175881,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Summer 2009,6/1/2009,21.2,,40.8565,-73.8873
178505,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2011,12/1/2010,12.1,,40.7736,-73.9566
178421,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2009,12/1/2008,12.9,,40.7736,-73.9566
334018,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Annual Average 2015,1/1/2015,10.2,,40.7736,-73.9566
178513,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Annual Average 2011,12/1/2010,10.1,,40.7675,-73.8207
169308,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2009,6/1/2009,11.7,,40.6761,-73.9816
169544,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Summer 2013,6/1/2013,10.9,,40.6761,-73.9816
823488,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Winter 2021-22,12/1/2021,7.4,,40.6761,-73.9816
169520,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2013,6/1/2013,13.3,,40.7336,-73.9802
169461,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Summer 2012,6/1/2012,13.2,,40.7336,-73.9802
823209,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Winter 2021-22,12/1/2021,8.3,,40.7336,-73.9802
605981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),Annual Average 2018,1/1/2018,8.0,,40.6761,-73.9816
411115,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,408.0,Hillcrest and Fresh Meadows (CD8),Annual Average 2016,12/31/2015,7.0,,40.7282,-73.7949
170405,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2013,12/1/2012,12.3,,40.7336,-73.9802
547615,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,106.0,Stuyvesant Town and Turtle Bay (CD6),Annual Average 2017,1/1/2017,9.8,,40.7336,-73.9802
175985,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2011,6/1/2011,28.6,,40.7736,-73.9566
175993,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403.0,Flushing - Clearview,Summer 2011,6/1/2011,17.4,,40.7675,-73.8207
412493,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Winter 2015-16,12/1/2015,28.0,,40.7736,-73.9566
412518,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,403.0,Flushing - Clearview,Summer 2016,6/1/2016,14.1,,40.7675,-73.8207
740920,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Winter 2020-21,12/1/2020,23.1,,40.6758,-73.9415
175925,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,105.0,Crotona -Tremont,Summer 2010,6/1/2010,22.5,,40.8462,-73.8936
412488,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2016,6/1/2016,17.8,,40.7957,-73.9389
740953,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Winter 2020-21,12/1/2020,22.0,,40.7957,-73.9389
175983,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2011,6/1/2011,23.3,,40.7957,-73.9389
602708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,Annual Average 2018,1/1/2018,17.3,,40.8565,-73.8873
643707,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Winter 2018-19,12/1/2018,18.6,,40.7644,-73.7494
213452,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Summer 2014,6/1/2014,13.0,,40.7644,-73.7494
667831,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2020,1/1/2020,13.5,,40.7644,-73.7494
213420,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Summer 2014,6/1/2014,15.8,,40.8296,-73.8671
643611,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2018-19,12/1/2018,21.5,,40.8296,-73.8671
213450,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2014,6/1/2014,14.7,,40.7045,-73.8301
336871,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2015,1/1/2015,19.5,,40.7045,-73.8301
667819,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2020,1/1/2020,15.5,,40.7045,-73.8301
643701,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2018-19,12/1/2018,21.5,,40.7045,-73.8301
741282,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2021,1/1/2021,14.2,,40.7644,-73.7494
336789,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Winter 2014-15,12/1/2014,23.6,,40.854,-73.8605
167795,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2013,12/1/2012,20.6,,40.7045,-73.8301
336873,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2014-15,12/1/2014,25.1,,40.7045,-73.8301
549965,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Annual Average 2017,1/1/2017,12.7,,40.5795,-73.8371
741099,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410.0,Rockaways,Annual Average 2021,1/1/2021,11.4,,40.5795,-73.8371
549926,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2017,1/1/2017,16.1,,40.5884,-73.9559
741060,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210.0,Coney Island - Sheepshead Bay,Annual Average 2021,1/1/2021,14.7,,40.5884,-73.9559
825708,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Annual Average 2022,1/1/2022,16.9,,40.7423,-73.907
603089,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2018,1/1/2018,16.1,,40.7644,-73.7494
166910,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2013,6/1/2013,17.6,,40.7045,-73.8301
826021,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209.0,Parkchester and Soundview (CD9),Winter 2021-22,12/1/2021,22.2,,40.8296,-73.8671
336879,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Winter 2014-15,12/1/2014,22.7,,40.7644,-73.7494
550016,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109.0,Morningside Heights and Hamilton Heights (CD9),Annual Average 2017,1/1/2017,22.4,,40.8116,-73.9504
826374,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2021-22,12/1/2021,20.4,,40.7045,-73.8301
166792,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2011,6/1/2011,18.7,,40.7045,-73.8301
412809,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Summer 2016,6/1/2016,13.8,,40.7045,-73.8301
412814,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Winter 2015-16,12/1/2015,21.3,,40.7644,-73.7494
667653,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2020,6/1/2020,12.9,,40.854,-73.8605
213627,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409.0,Kew Gardens and Woodhaven (CD9),Annual Average 2014,12/1/2013,20.1,,40.7045,-73.8301
550149,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Winter 2016-17,12/1/2016,24.2,,40.7644,-73.7494
667833,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Summer 2020,6/1/2020,8.9,,40.7644,-73.7494
827393,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,407.0,Southwest Queens,2017-2019,1/1/2017,16.0,,40.6795,-73.8417
628499,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,208.0,Canarsie - Flatlands,2015-2017,1/1/2015,31.4,,40.64,-73.9101
628481,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2.0,Brooklyn,2015-2017,1/1/2015,34.9,,40.6782,-73.9442
628491,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2015-2017,1/1/2015,104.6,,40.8201,-73.9018
628498,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2015-2017,1/1/2015,41.9,,40.6537,-73.9306
518949,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2012-2014,1/2/2012,49.9,,40.6537,-73.9306
603067,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Winter 2017-18,12/1/2017,26.1,,40.7557,-73.8831
643630,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Annual Average 2019,1/1/2019,18.2,,40.6957,-73.9171
826044,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Annual Average 2022,1/1/2022,16.6,,40.6957,-73.9171
412466,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2015-16,12/1/2015,23.8,,40.6537,-73.9306
412467,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2016,6/1/2016,14.0,,40.6537,-73.9306
518816,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,307.0,Gramercy Park - Murray Hill,2012-2014,1/2/2012,8.9,,40.7365,-73.9824
131520,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2009-2011,1/1/2009,10.5,,40.6537,-73.9306
518817,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2012-2014,1/2/2012,5.3,,40.7282,-74.0021
628568,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,408.0,Jamaica,2015-2017,1/1/2015,10.5,,40.7027,-73.7889
649768,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Annual Average 2019,1/1/2019,6.2,,40.7027,-73.7889
410840,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Winter 2015-16,12/1/2015,7.4,,40.7027,-73.7889
410841,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,408.0,Jamaica,Summer 2016,6/1/2016,7.6,,40.7027,-73.7889
410811,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Summer 2016,6/1/2016,9.8,,40.7282,-74.0021
742237,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2020-21,12/1/2020,8.4,,40.7282,-74.0021
130410,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,207.0,East Flatbush - Flatbush,2013,1/1/2013,2.3,,40.6537,-73.9306
177248,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2010-11,12/1/2010,14.6,,40.7282,-74.0021
334029,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2014-15,12/1/2014,11.0,,40.7282,-74.0021
605900,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Annual Average 2018,1/1/2018,7.9,,40.7158,-73.9955
742400,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2021,6/1/2021,9.6,,40.7158,-73.9955
605939,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2018,1/1/2018,7.7,,40.8384,-73.9272
628528,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",Borough,1.0,Bronx,2015-2017,1/1/2015,19.6,,40.8448,-73.8648
518798,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2012-2014,1/2/2012,25.5,,40.8201,-73.9018
628546,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2015-2017,1/1/2015,9.7,,40.6537,-73.9306
179354,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2011,6/1/2011,18.1,,40.6782,-73.9442
179349,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2010,6/1/2010,18.2,,40.6782,-73.9442
412415,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Winter 2015-16,12/1/2015,23.4,,40.6782,-73.9442
412416,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Summer 2016,6/1/2016,13.6,,40.6782,-73.9442
740932,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2020-21,12/1/2020,22.8,,40.6537,-73.9306
740911,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Winter 2020-21,12/1/2020,21.9,,40.8201,-73.9018
643594,375,Nitrogen dioxide (NO2),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2019,1/1/2019,18.7,,40.8384,-73.9272
165765,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2008-09,12/1/2008,33.1,,40.684,-73.9408
603013,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Winter 2017-18,12/1/2017,26.7,,40.684,-73.9408
179439,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,2.0,Brooklyn,Annual Average 2013,12/1/2012,19.9,,40.6782,-73.9442
175346,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Winter 2010-11,12/1/2010,30.5,,40.6537,-73.9306
740934,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2021,1/1/2021,16.4,,40.6537,-73.9306
549800,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Annual Average 2017,1/1/2017,18.8,,40.6537,-73.9306
643391,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2019,6/1/2019,24.8,,40.7365,-73.9824
412738,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),Annual Average 2016,12/31/2015,20.8,,40.684,-73.9408
603068,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Annual Average 2018,1/1/2018,19.9,,40.7423,-73.871
166803,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),Summer 2012,6/1/2012,24.3,,40.7158,-73.9955
667208,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Winter 2019-20,12/1/2019,31.6,,40.7282,-74.0021
412019,386,Ozone (O3),Mean,ppb,UHF42,308.0,Greenwich Village - SoHo,Summer 2016,6/1/2016,30.0,,40.7282,-74.0021
411990,386,Ozone (O3),Mean,ppb,Borough,2.0,Brooklyn,Summer 2016,6/1/2016,34.0,,40.6782,-73.9442
222481,386,Ozone (O3),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2011,6/1/2011,32.7,,40.6537,-73.9306
412008,386,Ozone (O3),Mean,ppb,UHF42,208.0,Canarsie - Flatlands,Summer 2016,6/1/2016,35.8,,40.64,-73.9101
222439,386,Ozone (O3),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Summer 2011,6/1/2011,33.4,,40.8201,-73.9018
219966,386,Ozone (O3),Mean,ppb,Borough,1.0,Bronx,Summer 2010,6/1/2010,33.2,,40.8448,-73.8648
412028,386,Ozone (O3),Mean,ppb,UHF42,407.0,Southwest Queens,Summer 2016,6/1/2016,34.3,,40.6795,-73.8417
826357,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),Summer 2022,6/1/2022,11.5,,40.7557,-73.8831
826043,375,Nitrogen dioxide (NO2),Mean,ppb,CD,304.0,Bushwick (CD4),Summer 2022,6/1/2022,11.8,,40.6957,-73.9171
167731,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Annual Average 2012,12/1/2011,23.7,,40.7423,-73.871
742239,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2021,1/1/2021,8.2,,40.7282,-74.0021
547444,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Annual Average 2017,1/1/2017,9.0,,40.7282,-74.0021
179504,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Winter 2010-11,12/1/2010,12.6,,40.6782,-73.9442
179569,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Summer 2009,6/1/2009,10.9,,40.6782,-73.9442
179664,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Annual Average 2013,12/1/2012,8.7,,40.6782,-73.9442
547357,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,Annual Average 2017,1/1/2017,7.5,,40.6782,-73.9442
334264,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Annual Average 2015,1/1/2015,9.0,,40.6957,-73.9171
649977,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),Winter 2018-19,12/1/2018,7.7,,40.6957,-73.9171
649736,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2019,6/1/2019,11.1,,40.7365,-73.9824
649706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,208.0,Canarsie - Flatlands,Summer 2019,6/1/2019,7.7,,40.64,-73.9101
177866,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2011,6/1/2011,11.4,,40.6537,-73.9306
177824,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,Summer 2010,6/1/2010,11.8,,40.6537,-73.9306
